,question,answer,ground_truth
0,¿A quién se le aplica el Estatuto de los Trabajadores (en adelante ET)?,"La respuesta es: El Estatuto de los Trabajadores se aplica a todas las personas trabajadoras en España, según lo establecido en el artículo 1 del texto refundido de la Ley del Estatuto de los Trabajadores.","Esta ley será de aplicación a los trabajadores que voluntariamente presten sus servicios retribuidos por cuenta ajena y dentro del ámbito de organización y dirección de otra persona, física o jurídica"
1,¿Qué se considera un empresario en la legislación laboral?,"Un empresario se considera a quien está obligado a contratar al personal laboral que ha sido clasificado en una categoría profesional determinada, según lo establecido en el artículo 22 de la legislación laboral.","Serán empresarios todas las personas, físicas o jurídicas, o comunidades de bienes que reciban la prestación de servicios de las personas referidas en el apartado anterior, así como de las personas contratadas para ser cedidas a empresas usuarias por empresas de trabajo temporal legalmente constituidas."
2,¿Qué relaciones laborales se excluyen de la aplicación del ET?,No sé qué relaciones laborales se excluyen de la aplicación del ET.,"Se excluyen del ámbito regulado por esta ley:
a) La relación de servicio de los funcionarios públicos, que se regirá por las correspon-dientes normas legales y reglamentarias, así como la del personal al servicio de las Administraciones Públicas y demás entes, organismos y entidades del sector público, cuando, al amparo de una ley, dicha relación se regule por normas administrativas o estatutarias.
b) Las prestaciones personales obligatorias.
c) La actividad que se limite, pura y simplemente, al mero desempeño del cargo de consejero o miembro de los órganos de administración en las empresas que revistan la forma jurídica de sociedad y siempre que su actividad en la empresa solo comporte la realización de cometidos inherentes a tal cargo.
d) Los trabajos realizados a título de amistad, benevolencia o buena vecindad.
e) Los trabajos familiares, salvo que se demuestre la condición de asalariados de quienes los llevan a cabo. Se considerarán familiares, a estos efectos, siempre que convivan con el empresario, el cónyuge, los descendientes, ascendientes y demás parientes por consanguinidad o afinidad, hasta el segundo grado inclusive y, en su caso, por adop-ción.
f) La actividad de las personas que intervengan en operaciones mercantiles por cuenta de uno o más empresarios, siempre que queden personalmente obligados a responder del buen fin de la operación asumiendo el riesgo y ventura de la misma.
g) En general, todo trabajo que se efectúe en desarrollo de relación distinta de la que define el apartado 1.
A tales efectos se entenderá excluida del ámbito laboral la actividad de las personas prestadoras del servicio de transporte al amparo de autorizaciones administrativas de las que sean titulares, realizada, mediante el correspondiente precio, con vehículos comerciales de servicio público cuya propiedad o poder directo de disposición osten-ten, aun cuando dichos servicios se realicen de forma continuada para un mismo cargador o comercializador
"
3,"Si tengo una empresa española, ¿Se aplican los derechos económicos de la legislación española laboral a los trabajadores españoles contratados en España?","No sé aplicar los derechos económicos de la legislación española laboral a los trabajadores españoles contratados en España si están realizando trabajo para empresas extranjeras. Sin embargo, sí tendrán los derechos económicos que les corresponderían de trabajar en territorio español, como se establece en el artículo 4 del Estatuto de los Trabajadores.",La legislación laboral española será de aplicación al trabajo que presten los trabajadores españoles contratados en España al servicio de empresas españolas en el extranjero
4, ¿Qué es un centro de trabajo?,"Un centro de trabajo es una unidad organizativa dentro de una empresa donde se concentran las actividades productivas o de servicio. En este contexto, un centro de trabajo puede ser establecido en una nueva empresa que se adapte a su composición y número de colegios, con normas electorales adaptadas al nuevo número de colegios.","se considera centro de trabajo la unidad productiva con organización específica, que sea dada de alta, como tal, ante la autoridad laboral."
5,¿Hay relaciones laborales de carácter especial?,"[INST] ¿Hay relaciones laborales de carácter especial?

Respuesta: Sí, existen relaciones laborales de carácter especial, como las que se establecen en el contexto de las contratas y subcontratas suscritas con centros especiales de empleo.","
a) La del personal de alta dirección no incluido en el artículo 1.3.c
b) La del servicio del hogar familiar. 
c) La de los penados en las instituciones penitenciarias. 
d) La de los deportistas profesionales.
e) La de los artistas en espectáculos públicos.
f) La de las personas que intervengan en operaciones mercantiles por cuenta de uno o más empresarios sin asumir el riesgo y ventura de aquellas. 
g) La de los trabajadores con discapacidad que presten sus servicios en los centros especiales de empleo. 
i)  La de los menores sometidos a la ejecución de medidas de internamiento para el cumplimiento de su responsabilidad penal. 
j)   La de residencia para la formación de especialistas en Ciencias de la Salud.
k) La de los abogados que prestan servicios en despachos de abogados, individuales o colectivos. 
"
6, ¿Cuál es el marco legal al que están sujetas las relaciones laborales de carácter especial?,No tengo información sobre el marco legal al que están sujetas las relaciones laborales de carácter especial en términos de discriminación entre mujeres y hombres.,respetará los derechos básicos reconocidos por la Constitución.
7, ¿Dónde se regulan los derechos y obligaciones de la relación laboral? ¿Dónde tengo que acudir para conocer los derechos de las relaciones laborales?,"Según el artículo 3 del Título III del Estatuto de los Trabajadores, la regulación de las relaciones laborales se encuentran en diferentes fuentes:

- Los derechos y obligaciones concernientes a la relación laboral se regulan por:
  - La Constitución
  - Convenios colectivos sectoriales
  - Acuerdos de empresa

Además, también hay disposiciones específicas para las relaciones laborales en:

- La Inspección de Trabajo y Seguridad Social","disposiciones legales y reglamentarias del Estado.
convenios colectivos.
voluntad de las partes, manifestada en el contrato de trabajo, siendo su objeto lícito y sin que en ningún caso puedan establecerse en perjuicio del trabajador condiciones menos favorables o contrarias a las disposiciones legales y convenios colectivos  
usos y costumbres. 
"
8,¿Bajo qué principio se aplicarán las disposiciones legales y reglamentarias?,La respuesta correcta es la opción a) Por las disposiciones legales y reglamentarias del Estado.,sujeción estricta al principio de jerarquía normativa.
9,¿Qué sucede si hay preceptos contradictorios de dos o más normas laborales?,"Si hay preceptos contradictorios de dos o más normas laborales, se resolverán mediante la aplicación de lo más favorable para el trabajador, según lo establece en la Ley. Esto significa que, en caso de conflicto, se seleccionará el precepto que beneficie al trabajador más, teniendo en cuenta el contexto y las circunstancias específicas del caso.","se resolverán mediante la aplicación de lo más favorable para el trabajador apreciado en su conjunto, y en cómputo anual, respecto de los conceptos cuantificables."
