,question,answer,ground_truth
0,¿A quién se le aplica el Estatuto de los Trabajadores (en adelante ET)?," El Estatuto de los Trabajadores, también conocido como Código del Trabajo en España, se aplica a todos aquellos que trabajan o tienen un vínculo laboral en el territorio español. Es decir, se aplica a cualquier persona física, independientemente de su nacionalidad, que realice labores remuneradas, sea empleada, autonomo, funcionario público, o cualquier otra situación laboral que tenga lugar en España. Además, también se aplica al Estado y a las entidades públicas y privadas que contraten personal laboral.","Esta ley será de aplicación a los trabajadores que voluntariamente presten sus servicios retribuidos por cuenta ajena y dentro del ámbito de organización y dirección de otra persona, física o jurídica"
1,¿Qué se considera un empresario en la legislación laboral?," En la legislación laboral, no hay una definición específica de ""empresario"". Sin embargo, generalmente se refiere a cualquier persona que ejerce la actividad económica por cuenta propia y con independencia, y que tiene relaciones laborales con terceros en calidad de empleados. En otras palabras, el empresario es aquel que contrata personal laboral para llevar a cabo una actividad económica por su cuenta, por lo general con fines de ganar beneficio económico.

Es importante destacar que en la legislación laboral hay diferentes tipos de relaciones laborales, como el contrato de trabajo o el contrato de servicios, y estas relaciones pueden variar según el tipo de actividad económica en la que se desarrolla. Por lo tanto, es fundamental tener en cuenta los aspectos legales específicos para cada caso.

En resumen, un empresario en la legislación laboral es cualquier persona que contrata personal laboral y ejerce la actividad económica por su cuenta, con independencia.","Serán empresarios todas las personas, físicas o jurídicas, o comunidades de bienes que reciban la prestación de servicios de las personas referidas en el apartado anterior, así como de las personas contratadas para ser cedidas a empresas usuarias por empresas de trabajo temporal legalmente constituidas."
2,¿Qué relaciones laborales se excluyen de la aplicación del ET?,"¡Hola! En España, las siguientes relaciones laborales están excluidas de la aplicación del Estatuto de Trabajadores (ET):

1. Las relaciones laborales que rigen en los establecimientos públicos (municipalidades, comunidad autónoma y el Estado).
2. Los trabajos familiares domésticos no remunerados y las relaciones laborales que tengan lugar entre familiares o personas de semejanzas consanguíneas con el jefe de la empresa.
3. Las relaciones laborales en favor de los miembros del Consejo de Administración, Directores, Gerentes y los propios administradores de la sociedad, así como de sus familiares o personas de semejanzas consanguíneas con ellos.
4. Los trabajos temporarios de carácter puntual o esporádico que no supongan una relación laboral continua.
5. Las relaciones laborales entre el propietario y sus socios en el caso de las sociedades colectivas, sociedades en comandita por acciones o en comandita universal, así como los administradores de dichas sociedades cuando el trabajo no suponga una relación laboral continuada.
6. Las relaciones laborales entre trabajadores indígenas y las personas con las que tengan relaciones laborales, de acuerdo con la legislación específica de cada país en los territorios de ultramar españoles.
7. Los trabajos ejercidos por los empleados de la Administración General del Estado, a excepción de los empleados de las entidades públicas empresariales estatales y dependientes directamente de ella, cuyas relaciones laborales se rigen por el Estatuto de Funcionarios del Estado.
8. Las personas que ejercen su actividad profesional como autónoma por cuenta propia o en régimen de sociedad colectiva u otros regímenes derivados de la ley.
9. El trabajo a jornada completa realizado para si mismo, cuando la persona sea propietaria de la empresa que realiza dicho trabajo.
10. Las relaciones laborales en favor del jefe de familia o de sus familiares cuando el jefe de familia es el único trabajador de la empresa y ejerca su actividad profesional en régimen de autónomo o por cuenta propia, siempre que sea un trabajo esporádico u ocasional, que no suponga una relación laboral continuada.
11. Los trabajos realizados por personas mayores de 65 años con una jornada laboral inferior a la media horaria diaria establecida en el Real Decreto 2/2019, de 8 de enero, por el que se aprueban las normas para garantizar la conciliación del trabajo y el cumplimiento de los derechos del trabajo en el ámbito del Sistema General de la Seguridad Social.

Es importante tener en cuenta que estas exclusiones pueden variar según la legislación laboral de cada país, así como según las disposiciones específicas que hayan sido aprobadas en los territorios de ultramar españoles. Es recomendable consultar con un profesional legal cualquier duda o incertidumbre sobre el tema.","Se excluyen del ámbito regulado por esta ley:
a) La relación de servicio de los funcionarios públicos, que se regirá por las correspon-dientes normas legales y reglamentarias, así como la del personal al servicio de las Administraciones Públicas y demás entes, organismos y entidades del sector público, cuando, al amparo de una ley, dicha relación se regule por normas administrativas o estatutarias.
b) Las prestaciones personales obligatorias.
c) La actividad que se limite, pura y simplemente, al mero desempeño del cargo de consejero o miembro de los órganos de administración en las empresas que revistan la forma jurídica de sociedad y siempre que su actividad en la empresa solo comporte la realización de cometidos inherentes a tal cargo.
d) Los trabajos realizados a título de amistad, benevolencia o buena vecindad.
e) Los trabajos familiares, salvo que se demuestre la condición de asalariados de quienes los llevan a cabo. Se considerarán familiares, a estos efectos, siempre que convivan con el empresario, el cónyuge, los descendientes, ascendientes y demás parientes por consanguinidad o afinidad, hasta el segundo grado inclusive y, en su caso, por adop-ción.
f) La actividad de las personas que intervengan en operaciones mercantiles por cuenta de uno o más empresarios, siempre que queden personalmente obligados a responder del buen fin de la operación asumiendo el riesgo y ventura de la misma.
g) En general, todo trabajo que se efectúe en desarrollo de relación distinta de la que define el apartado 1.
A tales efectos se entenderá excluida del ámbito laboral la actividad de las personas prestadoras del servicio de transporte al amparo de autorizaciones administrativas de las que sean titulares, realizada, mediante el correspondiente precio, con vehículos comerciales de servicio público cuya propiedad o poder directo de disposición osten-ten, aun cuando dichos servicios se realicen de forma continuada para un mismo cargador o comercializador
"
3,"Si tengo una empresa española, ¿Se aplican los derechos económicos de la legislación española laboral a los trabajadores españoles contratados en España?","¡Claro! Los trabajadores españoles que laboran en España están sujetos al derecho laboral español. La legislación laboral española es la que regula el trabajo, las relaciones laborales y los derechos económicos de los trabajadores en nuestro país. Es importante tener en cuenta que existen diferentes normas laborales aplicables según el tipo de contrato, la categoría laboral del trabajador o la actividad específica de la empresa, entre otros factores.",La legislación laboral española será de aplicación al trabajo que presten los trabajadores españoles contratados en España al servicio de empresas españolas en el extranjero
4, ¿Qué es un centro de trabajo?," Un centro de trabjo, en su definición más general, es una organización que agrupa a diversas empresas, oficinas o departamentos dentro de un mismo edificio o complejo de edificios. Esto permite compartir instalaciones comunes y facilitar la colaboración entre las diferentes entidades que lo habitan.

En el contexto del trabajo remoto o teletrabajo, un centro de trabajo puede referirse a una localización física donde se ofrecen espacios, equipos y servicios a los empleados para realizar su trabajo remotamente en lugar de hacerlo desde sus hogares. Esto puede ser útil en caso de que un trabajador no tenga un ambiente apropiado en casa o si desea separar sus espacios laborales y domésticos.","se considera centro de trabajo la unidad productiva con organización específica, que sea dada de alta, como tal, ante la autoridad laboral."
5,¿Hay relaciones laborales de carácter especial?,"¡Claro! Existen diversas categorías de relaciones laborales de carácter especial, algunos ejemplos son:

1. Contrato a Tiempo Indeterminado (CTI): Este contrato es permanente y se establece en las empresas cuando la persona trabajará con regularidad durante un tiempo no determinado.

2. Contrato a Tiempo Fijo: Es un contrato por una o más épocas definidas de tiempo, que puede estar previsto en el reglamento interior de la empresa o en cualquier otro acuerdo colectivo de trabajo.

3. Contrato Laboral Independiente: Es un tipo de relación laboral en donde la persona se desempeña como autónoma en una actividad profesional que no requiere la presencia permanente en un lugar fijo, por lo general, realizando una o varias tareas concretas.

4. Contrato de Colaboración: Se trata de un tipo de contrato laboral en el que la persona colabora con la empresa pero sin pertenecer a ella como empleado permanente.

5. Contratos de Prácticas Laborales: Se establecen para que estudiantes universitarios, o personas que se encuentren realizando una formación en un centro educativo superior, puedan adquirir experiencia profesional en el campo laboral relacionado con su carrera académica.

6. Contrato de Trabajo Solidario: Es un tipo de contrato que se establece cuando un empleador utiliza a una persona como personal voluntario, generalmente para cumplir con algún trabajo de beneficio social.

7. Contratos por Obra o Proyecto: Se trata de un tipo de contrato laboral en el cual la persona se desempeña en ciertas tareas que necesita la empresa, pero estas tareas son temporales, generalmente para realizar un proyecto determinado.

8. Contratos de Colaboración Temporal: Son contratos laborales en los cuales una persona se asocia con una empresa por tiempo corto o limitado, normalmente como parte de una actividad específica.

9. Contrato Laboral de Cultura: Es un tipo de contrato que establece una relación entre la persona y la organización cultural, como museos, bibliotecas, teatros, etc. La persona colabora en la realización de actividades culturales o investigaciones relacionadas con su especialidad.

10. Contrato de Asociación Laboral: Es un contrato que se establece cuando una persona trabaja como socio en una empresa, compartiendo los beneficios y riesgos de la misma.","
a) La del personal de alta dirección no incluido en el artículo 1.3.c
b) La del servicio del hogar familiar. 
c) La de los penados en las instituciones penitenciarias. 
d) La de los deportistas profesionales.
e) La de los artistas en espectáculos públicos.
f) La de las personas que intervengan en operaciones mercantiles por cuenta de uno o más empresarios sin asumir el riesgo y ventura de aquellas. 
g) La de los trabajadores con discapacidad que presten sus servicios en los centros especiales de empleo. 
i)  La de los menores sometidos a la ejecución de medidas de internamiento para el cumplimiento de su responsabilidad penal. 
j)   La de residencia para la formación de especialistas en Ciencias de la Salud.
k) La de los abogados que prestan servicios en despachos de abogados, individuales o colectivos. 
"
6, ¿Cuál es el marco legal al que están sujetas las relaciones laborales de carácter especial?," Las relaciones laborales de carácter especial se rigen en España por la Ley 35/2007, de 22 de noviembre, del Régimen Jurídico General de la Seguridad Social. Esta ley establece los principios generales que regirán las relaciones laborales específicas como son:

1. Relaciones laborales en los organismos y entidades públicas: estas reguladas por la Ley 38/2003, de 17 de noviembre, del Sistema Público de Empleados Estatales, y el Real Decreto Legislativo 2/2015, de 23 de octubre, que modifica la Ley Orgánica 6/2014, de 26 de junio, del Sistema General de la Administración del Estado.

2. Relaciones laborales en los organismos autónomos estatales: estas reguladas por el Real Decreto Legislativo 8/2015, de 30 de octubre, que modifica el Real Decreto Legislativo 4/2011, de 9 de diciembre, del Régimen Jurídico General de los Organismos Autonómicos Estatales.

3. Relaciones laborales en la Seguridad Social: estas reguladas por la Ley Orgánica 35/1997, de 12 de noviembre, de la Seguridad Social y su Reglamento General, que establece las condiciones de trabajo y el régimen de beneficios para los trabajadores dependientes de la Seguridad Social.

4. Relaciones laborales en las empresas públicas: estas reguladas por el Real Decreto 1560/2017, de 13 de diciembre, que establece el Registro de la Representación Sindical en las Empresas Públicas y sus Organismos Autónomos.

5. Relaciones laborales en los fondos de pensiones: estas reguladas por la Ley Orgánica 2/1997, de 13 de marzo, del Sistema General de Previsión Social para la vejez y el colectivo de invalidez o discapacidad.

6. Relaciones laborales en las empresas mixtas: estas reguladas por los acuerdos entre el Estado y las entidades representativas de los trabajadores.

Es importante destacar que también pueden aplicarse otras normas específicas según la naturaleza de cada relación laboral especial, como las que se refieren al trabajo en régimen de colaboración técnica y de asesoramiento (RLCTyA), al trabajo a distancia o a las modalidades de contratación temporal. Además, es importante tener en cuenta la evolución legislativa en materia laboral, que siempre puede modificar los marcos legales de estas relaciones.",respetará los derechos básicos reconocidos por la Constitución.
7, ¿Dónde se regulan los derechos y obligaciones de la relación laboral? ¿Dónde tengo que acudir para conocer los derechos de las relaciones laborales?," Los derechos y obligaciones en materia de relaciones laborales están regulados principalmente por leyes del Estado donde se desarrolla el trabajo. En España, estas normas se encuentran en diversos textos legales como la Ley Orgánica 39/2015, sobre derechos y obligaciones en materia de trabajo, la Ley General de la Seguridad Social o la Ley del Estatuto de los Trabajadores.

En España, para conocer y consultar estas normas o cualquier otra información relacionada con las relaciones laborales puedes acudir a varios lugares:

-   La página web oficial del Ministerio de Inclusión, Seguridad Social y Migraciones en [este enlace](http://www.miguelmaura.gob.es/servicios/trabajo)

-   La Oficina de Empleo en tu lugar de residencia o la agencia de trabajos públicos (Empleo Estatal, Fomento, Sede Laboral).

-   El Servicio Público de Empleo Estatal tiene una red de oficinas repartidas por todo el territorio nacional donde puedes solicitar información y atención personalizada.

También existen organizaciones sindicales que te pueden ayudar a comprender tus derechos como trabajador o trabajadora, tanto en España como en otros países. En España algunas de ellas son CCOO, UGT, CC OCC y USO. Te recomiendo contactarlos a través de sus páginas web oficiales o visitar una oficina local para recibir información y asesoramiento gratuito.

Es importante resaltar que las leyes sobre relaciones laborales pueden variar según el país, así que si vas a trabajar en otro Estado es necesario conocer las normas del lugar donde vas a desarrollar tu actividad.","disposiciones legales y reglamentarias del Estado.
convenios colectivos.
voluntad de las partes, manifestada en el contrato de trabajo, siendo su objeto lícito y sin que en ningún caso puedan establecerse en perjuicio del trabajador condiciones menos favorables o contrarias a las disposiciones legales y convenios colectivos  
usos y costumbres. 
"
8,¿Bajo qué principio se aplicarán las disposiciones legales y reglamentarias?," Las disposiciones legales y reglamentarias se aplican bajo el principio de la ""ley y del orden,"" que indica que todo funcionamiento del Estado debe estar basado en leyes constitucionales, legales y reglamentarias aprobadas por los órganos competentes.

El funcionamiento de la justicia también se rige por el principio de ""igualdad ante la ley,"" que garantiza que todo individuo se somete a las mismas normas legales sin distinción alguna de su condición social, económica o política.

Finalmente, en algunos países se ha incorporado el principio de ""procedimiento justo y eficaz,"" lo que garantiza un proceso legal fair y eficiente para todos los ciudadanos.",sujeción estricta al principio de jerarquía normativa.
9,¿Qué sucede si hay preceptos contradictorios de dos o más normas laborales?," Cuando se presentan preceptos contradictorios entre diferentes normas laborales, es necesario aplicar una técnica de interpretación para resolver la contradicción y garantizar la coherencia del conjunto de reglas.

Una de las técnicas más comunes es la de prioridad y jerarquía de normas. En esta técnica, se establece una jerarquía entre las diferentes normas laborales en función de su origen y nivel de jerarquización. Por ejemplo, si existen dos normas laborales contradictorias, pero una es de carácter constitucional y la otra de régimen jurídico ordinario, el precepto constitucional prevalecerá sobre el contrario.

Otra técnica común es interpretar las normas de manera coherente entre sí, utilizando la doctrina del ""buen sentido"". Esto significa que se intentará buscar una solución que sea racional y lógica y que no produzca resultados absurdo o irracionales.

En algunos casos, también puede ser necesario recurrir a la interpretación jurisprudencial, es decir, basarse en las decisiones tomadas por los tribunales en casos previos similares para resolver la contradicción.

Finalmente, si es imposible resolver la contradicción utilizando ninguna de estas técnicas, puede ser necesario recurrir a una modificación de las normas en conflicto o incluso al proceso legislativo para aclarar el problema y garantizar la coherencia del conjunto de reglas laborales.","se resolverán mediante la aplicación de lo más favorable para el trabajador apreciado en su conjunto, y en cómputo anual, respecto de los conceptos cuantificables."
