,question,answer,ground_truth
0,¿A quién se le aplica el Estatuto de los Trabajadores (en adelante ET)?,"The Estatuto de los Trabajadores (ET) applies to all workers in Spain. It is a labor law that regulates the rights and obligations of both employers and employees. The ET covers various aspects such as working conditions, wages, social security, and dismissals. If there is a dispute between an employer and an employee regarding the application of the ET, it will be resolved through the collective bargaining process or the conflict resolution process regulated in the Ley 36/2011, de 10 de octubre, reguladora de la Jurisdicción Social. If the dispute is related to the non-disclosure of information by the employer to the representatives of the workers, it will be resolved through the conflict resolution process for social conflicts regulated in the same law. If the dispute is related to the non-compliance of the representatives of the workers or the experts who assist them with their obligation of confidentiality, it will also be resolved through the conflict resolution process for social conflicts regulated in the same law. However, this does not apply to cases of unjustified neglect of information by the representatives of the workers, as regulated in the Ley sobre Infracciones y Sanciones en el Orden Social, aprobado por el Real Decreto Legislativo 5/2000, de 4 de agosto.","Esta ley será de aplicación a los trabajadores que voluntariamente presten sus servicios retribuidos por cuenta ajena y dentro del ámbito de organización y dirección de otra persona, física o jurídica"
1,¿Qué se considera un empresario en la legislación laboral?,"Un empresario, en la legislación laboral, se refiere a un employer o una persona que lidera y controla un negocio o empresa. En el contexto proporcionado, no se especifica qué tipo de empresario se está hablando, pero generalmente se entiende como una persona o entidad que contrata trabajadores para realizar actividades comerciales o industriales.","Serán empresarios todas las personas, físicas o jurídicas, o comunidades de bienes que reciban la prestación de servicios de las personas referidas en el apartado anterior, así como de las personas contratadas para ser cedidas a empresas usuarias por empresas de trabajo temporal legalmente constituidas."
2,¿Qué relaciones laborales se excluyen de la aplicación del ET?,"The relational laboratory exceptions not applicable to the application of ET are:

1. Part-time work: The law does not differentiate based on the number of hours worked, as long as the job is performed.
2. Fixed-term contracts: These are not explicitly mentioned as exceptions in the provided context.
3. Remote work: There is no mention of remote work being an exception in the given text.
4. Freelance work: The law does not seem to address freelance work as a specific exception.
5. Independent contractors: The law does not differentiate between independent contractors and full-time employees in this context.
6. Internships: There is no mention of internships being an exception in the given text.
7. Apprenticeships: The law does not seem to address apprenticeships as a specific exception.
8. Volunteer work: The law does not differentiate between volunteer work and paid employment in this context.

The provided text focuses on equal pay, job classification, and employee representation, but it does not explicitly list part-time work, fixed-term contracts, remote work, freelance work, independent contractors, internships, apprenticeships, or volunteer work as exceptions to the application of ET.","Se excluyen del ámbito regulado por esta ley:
a) La relación de servicio de los funcionarios públicos, que se regirá por las correspon-dientes normas legales y reglamentarias, así como la del personal al servicio de las Administraciones Públicas y demás entes, organismos y entidades del sector público, cuando, al amparo de una ley, dicha relación se regule por normas administrativas o estatutarias.
b) Las prestaciones personales obligatorias.
c) La actividad que se limite, pura y simplemente, al mero desempeño del cargo de consejero o miembro de los órganos de administración en las empresas que revistan la forma jurídica de sociedad y siempre que su actividad en la empresa solo comporte la realización de cometidos inherentes a tal cargo.
d) Los trabajos realizados a título de amistad, benevolencia o buena vecindad.
e) Los trabajos familiares, salvo que se demuestre la condición de asalariados de quienes los llevan a cabo. Se considerarán familiares, a estos efectos, siempre que convivan con el empresario, el cónyuge, los descendientes, ascendientes y demás parientes por consanguinidad o afinidad, hasta el segundo grado inclusive y, en su caso, por adop-ción.
f) La actividad de las personas que intervengan en operaciones mercantiles por cuenta de uno o más empresarios, siempre que queden personalmente obligados a responder del buen fin de la operación asumiendo el riesgo y ventura de la misma.
g) En general, todo trabajo que se efectúe en desarrollo de relación distinta de la que define el apartado 1.
A tales efectos se entenderá excluida del ámbito laboral la actividad de las personas prestadoras del servicio de transporte al amparo de autorizaciones administrativas de las que sean titulares, realizada, mediante el correspondiente precio, con vehículos comerciales de servicio público cuya propiedad o poder directo de disposición osten-ten, aun cuando dichos servicios se realicen de forma continuada para un mismo cargador o comercializador
"
3,"Si tengo una empresa española, ¿Se aplican los derechos económicos de la legislación española laboral a los trabajadores españoles contratados en España?","Sí, se aplican los derechos económicos de la legislación española laboral a los trabajadores españoles contratados en España, incluyendo las personas que intervienen en operaciones mercantiles por cuenta de uno o más empresarios sin asumir el riesgo y ventura de aquellas, los trabajadores con discapacidad que presten sus servicios en los centros especiales de empleo, los menores sometidos a la ejecución de medidas de internamiento para el cumplimiento de su responsabilidad penal, la formación de especialistas en Ciencias de la Salud y cualquier otro trabajo que sea expresamente declarado como relación laboral de carácter especial por una ley.",La legislación laboral española será de aplicación al trabajo que presten los trabajadores españoles contratados en España al servicio de empresas españolas en el extranjero
4, ¿Qué es un centro de trabajo?,"A centro de trabajo, también conocido como oficina, es un espacio destinado a realizar actividades relacionadas con el trabajo. Pueden ser en una estructura construida o en un área abierta.","se considera centro de trabajo la unidad productiva con organización específica, que sea dada de alta, como tal, ante la autoridad laboral."
5,¿Hay relaciones laborales de carácter especial?,"Sí, hay relaciones laborales de carácter especial. Estas son relaciones que se establecen entre empleadores y empleados, pero también pueden ser establecidas entre proveedores de servicios y clientes, así como entre agentes y clientes. Estas relaciones pueden estar sujetas a condiciones específicas y pueden tener implicaciones legales y éticas.","
a) La del personal de alta dirección no incluido en el artículo 1.3.c
b) La del servicio del hogar familiar. 
c) La de los penados en las instituciones penitenciarias. 
d) La de los deportistas profesionales.
e) La de los artistas en espectáculos públicos.
f) La de las personas que intervengan en operaciones mercantiles por cuenta de uno o más empresarios sin asumir el riesgo y ventura de aquellas. 
g) La de los trabajadores con discapacidad que presten sus servicios en los centros especiales de empleo. 
i)  La de los menores sometidos a la ejecución de medidas de internamiento para el cumplimiento de su responsabilidad penal. 
j)   La de residencia para la formación de especialistas en Ciencias de la Salud.
k) La de los abogados que prestan servicios en despachos de abogados, individuales o colectivos. 
"
6, ¿Cuál es el marco legal al que están sujetas las relaciones laborales de carácter especial?,"Las relaciones laborales de carácter especial están sujetas al marco legal de proporcionalidad y transparencia. Esto implica que las empresas deben informar a las personas fijas-discontinuas y a la representación legal de las personas trabajadoras sobre las existencia de puestos de trabajo vacantes de carácter fijo ordinario, de manera que aquellas personas puedan formular solicitudes de conversión voluntaria. Las personas trabajadoras fijas-discontinuas también tendrán la consideración de colectivo prioritario para el acceso a las iniciativas de formación del sistema de formación profesional para el empleo en el ámbito laboral durante los periodos de inactividad. Además, el límite del apartado anterior puede rebajar excepcionalmente para alcanzar la igualdad real y efectiva entre mujeres y hombres, condiendo este límite a la edad ordinaria de jubilación fijada por la normativa de Seguridad Social.",respetará los derechos básicos reconocidos por la Constitución.
7, ¿Dónde se regulan los derechos y obligaciones de la relación laboral? ¿Dónde tengo que acudir para conocer los derechos de las relaciones laborales?,"Los derechos y obligaciones de la relación laboral se regulan por las leyes y reglas específicas para cada tipo de trabajo, como lo establece el artículo 17 del texto proporcionado. Para conocer los derechos de las relaciones laborales, es recomendable consultar a un organismo gubernamental o a una entidad que se especialice en este tema.","disposiciones legales y reglamentarias del Estado.
convenios colectivos.
voluntad de las partes, manifestada en el contrato de trabajo, siendo su objeto lícito y sin que en ningún caso puedan establecerse en perjuicio del trabajador condiciones menos favorables o contrarias a las disposiciones legales y convenios colectivos  
usos y costumbres. 
"
8,¿Bajo qué principio se aplicarán las disposiciones legales y reglamentarias?,"Las disposiciones legales y reglamentarias se aplicarán con sujeción estricta al principio de jerarquía normativa. Las disposiciones reglamentarias desarrollarán los preceptos que establecen las normas de rango superior, pero no podrán establecer condiciones de trabajo distintas a las establecidas por las leyes. Los convenios colectivos habrán de expresar como contenido mínimo lo siguiente: determinación de las partes que los conciertan, ámbito personal, funcional, territorial y temporal, procedimientos para solventar de manera efectiva las discrepancias, forma y condiciones de denuncia del convenio, y designación de una comisión paritaria de la representación de las partes negociadoras. Contratos celebrados antes de la entrada en vigor de esta ley continuarán siendo de aplicación a las normas específicas aplicables a cada una de las modalidades contractuales que estuvieran vigentes en el momento en que dichos contratos se concertaron, salvo que otra cosa se hubiere establecido legalmente. Las referencias realizadas en las disposiciones legales, reglamentarias o en los convenios colectivos al contrato para la formación deberán entenderse realizadas, a partir del 31 de agosto de 2011, al contrato para la formación y el aprendizaje.",sujeción estricta al principio de jerarquía normativa.
9,¿Qué sucede si hay preceptos contradictorios de dos o más normas laborales?,"If there are contradictory provisions in multiple labor laws, the more favorable one for the worker will be applied. This is determined by resolving conflicts between state and collective bargaining laws in a way that respects the minimum necessary rights for the worker. Local and professional customs can also be considered, but they cannot establish different working conditions than those provided by laws. The resolution of these conflicts will be based on the most favorable law for the worker, taking into account any annual compensation for quantifiable concepts.","se resolverán mediante la aplicación de lo más favorable para el trabajador apreciado en su conjunto, y en cómputo anual, respecto de los conceptos cuantificables."
