,question,answer,ground_truth
0,¿A quién se le aplica el Estatuto de los Trabajadores (en adelante ET)?, El Estatuto de Trabajadores se aplica a trabajadores.,"Esta ley será de aplicación a los trabajadores que voluntariamente presten sus servicios retribuidos por cuenta ajena y dentro del ámbito de organización y dirección de otra persona, física o jurídica"
1,¿Qué se considera un empresario en la legislación laboral?," Un empresario en la legislación laboral es una persona física o moral que contrata a un trabajador a tiempo parcial o total, siguiendo las reglas establecidas por ley. El contrato a tiempo parcial puede ser indefinido o determinado y, deberá formalizarse por escrito. En caso de que un empresario haya contratado a un grupo de trabajadores, no tendrá derechos y deberes contra cada uno de sus miembros individualmente; el jefe del grupo asumirá la representación de todos los que lo integren.","Serán empresarios todas las personas, físicas o jurídicas, o comunidades de bienes que reciban la prestación de servicios de las personas referidas en el apartado anterior, así como de las personas contratadas para ser cedidas a empresas usuarias por empresas de trabajo temporal legalmente constituidas."
2,¿Qué relaciones laborales se excluyen de la aplicación del ET?," Las relaciones laborales que excluyen de la aplicación del ET son aquellas que se apliquen a personas trabajadoras mayores de la edad ordinaria de jubilación establecida por la normativa de Seguridad Social y a las personas trabajadoras en actividades económicas con una tasa de ocupación inferior al 20% de las personas ocupadas en las mismas. Además, los preceptos reglamentarios, las cláusulas de los convenios colectivos y las decisiones unilaterales del empresario que se refieran a las materias previstas en el artículo 17 (No discriminación en las relaciones laborales) no son considerados nulos y sin efecto.","Se excluyen del ámbito regulado por esta ley:
a) La relación de servicio de los funcionarios públicos, que se regirá por las correspon-dientes normas legales y reglamentarias, así como la del personal al servicio de las Administraciones Públicas y demás entes, organismos y entidades del sector público, cuando, al amparo de una ley, dicha relación se regule por normas administrativas o estatutarias.
b) Las prestaciones personales obligatorias.
c) La actividad que se limite, pura y simplemente, al mero desempeño del cargo de consejero o miembro de los órganos de administración en las empresas que revistan la forma jurídica de sociedad y siempre que su actividad en la empresa solo comporte la realización de cometidos inherentes a tal cargo.
d) Los trabajos realizados a título de amistad, benevolencia o buena vecindad.
e) Los trabajos familiares, salvo que se demuestre la condición de asalariados de quienes los llevan a cabo. Se considerarán familiares, a estos efectos, siempre que convivan con el empresario, el cónyuge, los descendientes, ascendientes y demás parientes por consanguinidad o afinidad, hasta el segundo grado inclusive y, en su caso, por adop-ción.
f) La actividad de las personas que intervengan en operaciones mercantiles por cuenta de uno o más empresarios, siempre que queden personalmente obligados a responder del buen fin de la operación asumiendo el riesgo y ventura de la misma.
g) En general, todo trabajo que se efectúe en desarrollo de relación distinta de la que define el apartado 1.
A tales efectos se entenderá excluida del ámbito laboral la actividad de las personas prestadoras del servicio de transporte al amparo de autorizaciones administrativas de las que sean titulares, realizada, mediante el correspondiente precio, con vehículos comerciales de servicio público cuya propiedad o poder directo de disposición osten-ten, aun cuando dichos servicios se realicen de forma continuada para un mismo cargador o comercializador
"
3,"Si tengo una empresa española, ¿Se aplican los derechos económicos de la legislación española laboral a los trabajadores españoles contratados en España?"," Si tengo una empresa española y contrato a trabajadores españoles que ejercen o han ejercido habitualmente su trabajo en España, los derechos económicos de la legislación española laboral se aplicarán. Sin embargo, si mi empresa tiene actividad en el territorio de al menos dos Estados miembros de la Unión Europea (uno de ellos España) y concurren las circunstancias especificadas, la regulación de dichas relaciones laborales puede ser diferente, respetando los derechos básicos reconocidos por la Constitución. Por ejemplo, si se solicita el procedimiento colectivo basado en la insolvencia del empresario en un Estado miembro distinto de España, la regulación de las relaciones laborales puede ser diferente. En este caso, el Fondo de Garantía Salarial estará obligado a proporcionar información a la institución de garantía del Estado en cuyo territorio los trabajadores de la empresa en estado de insolvencia hayan ejercido o ejerzan habitualmente su trabajo.",La legislación laboral española será de aplicación al trabajo que presten los trabajadores españoles contratados en España al servicio de empresas españolas en el extranjero
4, ¿Qué es un centro de trabajo?," Un centro de trabajo es un lugar donde se reúnen varias personas para realizar actividades o tareas en común, con el objetivo de lograr un resultado común. Puede ser una oficina, una fábrica, un hospital, entre otros lugares.","se considera centro de trabajo la unidad productiva con organización específica, que sea dada de alta, como tal, ante la autoridad laboral."
5,¿Hay relaciones laborales de carácter especial?," Sí, las relaciones laborales pueden ser especiales cuando hay afecto, compromiso emocional, o dependencia en el contexto laboral. Ejemplos pueden ser la relación entre un jefe y su equipo directamente informado, así como entre colaboradores de larga data. Estas relaciones pueden tener impacto significativo en el trabajo y la motivación de las personas.","
a) La del personal de alta dirección no incluido en el artículo 1.3.c
b) La del servicio del hogar familiar. 
c) La de los penados en las instituciones penitenciarias. 
d) La de los deportistas profesionales.
e) La de los artistas en espectáculos públicos.
f) La de las personas que intervengan en operaciones mercantiles por cuenta de uno o más empresarios sin asumir el riesgo y ventura de aquellas. 
g) La de los trabajadores con discapacidad que presten sus servicios en los centros especiales de empleo. 
i)  La de los menores sometidos a la ejecución de medidas de internamiento para el cumplimiento de su responsabilidad penal. 
j)   La de residencia para la formación de especialistas en Ciencias de la Salud.
k) La de los abogados que prestan servicios en despachos de abogados, individuales o colectivos. 
"
6, ¿Cuál es el marco legal al que están sujetas las relaciones laborales de carácter especial?," Las relaciones laborales de carácter especial están sujetas al marco legal del contrato de trabajo, los convenios colectivos y la voluntad de las partes, siguiendo el principio de proporcionalidad y transparencia.
Las personas fijas-discontinuas tienen derecho a información sobre puestos de trabajo vacantes de carácter fijo ordinario, y a consideración prioritaria para el acceso a las iniciativas de formación profesional durante los periodos de inactividad.
No se discriminará en las relaciones laborales y el límite de edad para obtener este tratamiento puede ser rebajado si la tasa de ocupación de mujeres es inferior al 20%.
Los derechos y obligaciones se regirán según lo estipulado en la legislación, los convenios colectivos, el contrato de trabajo y las costumbres locales/profesionales, siendo esta última sujeta a la jerarquía normativa.",respetará los derechos básicos reconocidos por la Constitución.
7, ¿Dónde se regulan los derechos y obligaciones de la relación laboral? ¿Dónde tengo que acudir para conocer los derechos de las relaciones laborales?," Los derechos y obligaciones de la relación laboral se regulan por la ley, los convenios colectivos sectoriales o empresariales, y las decisiones unilaterales del empresario, adecuadas a la Constitución. Dichas relaciones laborales incluyen a todos los trabajadores, incluidos los fijos y discontinuos. El derecho al no discriminación en el trabajo, el horario de trabajo y su distribución, las modalidades de contratación, la adaptación al ámbito de la empresa del sistema de clasificación profesional, la adaptación de los aspectos de las modalidades de contratación, la corresponsabilidad y conciliación entre vida laboral, familiar y personal, y otros derechos específicos están regulados por esta ley. Las personas trabajadoras fijas-discontinuas tendrán prioridad en el acceso a las iniciativas de formación profesional durante los periodos de inactividad.","disposiciones legales y reglamentarias del Estado.
convenios colectivos.
voluntad de las partes, manifestada en el contrato de trabajo, siendo su objeto lícito y sin que en ningún caso puedan establecerse en perjuicio del trabajador condiciones menos favorables o contrarias a las disposiciones legales y convenios colectivos  
usos y costumbres. 
"
8,¿Bajo qué principio se aplicarán las disposiciones legales y reglamentarias?," Las disposiciones legales y reglamentarias que regulan la relación laboral se aplicarán bajo el principio de jerarquía normativa, con sujeción estricta al mismo. En algunos casos, pueden también establecerse condiciones de trabajo en base a los convenios colectivos y usos y costumbres locales y profesionales, siempre que no sean menos favorables o contrarias a las disposiciones legales y convencionales. En general, los contratos de trabajo estarán sujetos a la voluntad de las partes, manifestada en el contrato mismo.",sujeción estricta al principio de jerarquía normativa.
9,¿Qué sucede si hay preceptos contradictorios de dos o más normas laborales?," Si hay preceptos contradictorios entre dos o más normas laborales, se resolverán los conflictos mediante la aplicación de lo más favorable para el trabajador. Esto se hace teniendo en cuenta los mínimos de derecho necesario y en cómputo anual, respecto de los conceptos cuantificables. En caso de que no existan disposiciones legales, convencionales o contractuales sobre un tema específico, podrán aplicarse usos y costumbres locales y profesionales, siempre y cuando cuenten con una recepción o remisión expresa. Los trabajadores no pueden disponer de derechos que tengan reconocidos por disposiciones legales de derecho necesario o reconocidos como indisponibles por convenio colectivo.","se resolverán mediante la aplicación de lo más favorable para el trabajador apreciado en su conjunto, y en cómputo anual, respecto de los conceptos cuantificables."
